text,is_quote_status,retweet_count,favorite_count,favorited,retweeted,username
Old school I have to say Andre the Giant but I do have a life size cut ot of @TheRock 🙈 What can I say? Im a fan.… https://t.co/0mZu47ySG5,True,11,578,False,False,erikajayne
You know I grew up loving wrestling or “ wrasslin’” as my grandfather said. 😉 https://t.co/yLOtPlNxzH,True,2,127,False,False,erikajayne
What happens when I eat it? Does it taste better or ...? Help me @CarlsJr https://t.co/lFNzcsxwFa,True,2,54,False,False,erikajayne
Hot off the press… https://t.co/IcOAkrYQ0O https://t.co/3ZXR7L2Vq3,False,36,927,False,False,erikajayne
RT @lisarinna: Dear Lois ❤️https://t.co/q6Vbgiraab,False,49,0,False,False,erikajayne
"RT @BravoTV: Still to come this season on #RHOBH: @BrandiGlanville is back, @LisaVanderpump is ready to party, and @lisarinna is using the…",False,9,0,False,False,erikajayne
Amen @lisarinna 😂🙌🏻 https://t.co/FbBBH9OEqu,True,165,3565,False,False,erikajayne
Opening night 😉 https://t.co/H8YwpNiiZg,True,0,89,False,False,erikajayne
I glad you enjoyed the show!! 😊 https://t.co/riLHlcVgnr,True,3,94,False,False,erikajayne
Sorry for your loss. ❤️ https://t.co/BqkgipE7GC,True,1,64,False,False,erikajayne
@lisarinna I love your mom.,False,7,524,False,False,erikajayne
Yay!! Thank you!! https://t.co/Gpn9qkBpFX,True,1,53,False,False,erikajayne
Thank you! You know I love Chicago! https://t.co/Bx2IuE53tO,True,3,68,False,False,erikajayne
Thank you!! ❤️ https://t.co/a3wqnLyGRP,True,7,167,False,False,erikajayne
What’s in that? It sounds fun! https://t.co/yszLJA4ieN,True,0,50,False,False,erikajayne
Love it! https://t.co/2uUGGKlAwK,True,5,113,False,False,erikajayne
"Who’s ready? #RHOBH, tonight! https://t.co/rCmFEO2lhD",False,27,583,False,False,erikajayne
There's still LOTS to come this season on #RHOBH! Check it out &amp; don't miss a new episode tonight at 9/8c on… https://t.co/mDRMiH0U7y,False,110,1560,False,False,erikajayne
"TONIGHT! Don't miss #RHOBH at 9/8c on @BravoTV. Then, stick around for #MexicanDynasties. https://t.co/S5CUdi9TA8",False,19,310,False,False,erikajayne
Yes please since I forgot last time. 😘 https://t.co/08ZWwdDsX6,True,4,196,False,False,erikajayne
Tuesday.... https://t.co/aFYfPRDxDr,False,31,1571,False,False,erikajayne
Loved this. https://t.co/fYsIiJv1Dl,True,6,99,False,False,erikajayne
#casserolecrew  it’s real.,False,7,308,False,False,erikajayne
#AryaStark https://t.co/oLHCU4V1tJ,True,6,276,False,False,erikajayne
Shady. 🕶 #MikeyMonday https://t.co/n2NviJDkVx,False,9,183,False,False,erikajayne
HOUSE GIRARDI FOREVER 👑 https://t.co/UMT57DdbOq,True,55,1001,False,False,erikajayne
RT @Moschino: Moschino party in the desert @erikajayne #erikajayne thanks too @thesims @cirocvodka sc @perrierusa sonicdrivein kaosvegas @i…,False,8,0,False,False,erikajayne
RT @NylonMag: Living for @erikajayne x @ShoeDazzle playing a killer set at our #NYLONMIDNIGHTGARDEN party this weekend #ThePrettyMessxShoeD…,False,11,0,False,False,erikajayne
RT @TooFab: Ain't nobody dress like @ErikaJayne when it comes to #Coachella https://t.co/MNV0fXh7Wg,False,11,0,False,False,erikajayne
RT @GameOfThrones: “The dead are coming for us all.” Relive The Queen's Justice on @HBO 2. https://t.co/HxeHEFjhu1,False,2163,0,False,False,erikajayne
YES!! https://t.co/m6z9ba2RMt,True,24,801,False,False,erikajayne
📸 https://t.co/htOiCvUjLb,False,33,1474,False,False,erikajayne
RT @TooFab: #RHOBH stars @ErikaJayne @LisaRinna @KyleRichards and @TeddiMellencamp were desert divas this weekend at #Coachella https://t.c…,False,10,0,False,False,erikajayne
Leaving your friends at the bar. 😘 https://t.co/WTbruWhTCX,False,60,780,False,False,erikajayne
"RT @TheEllenShow: If you’ve been following ""The Real Housewives of Beverly Hills’"" puppygate, you cannot miss this video. @ErikaJayne https…",False,137,0,False,False,erikajayne
Should I bring Mila to the reunion? 😉 Don’t miss @TheEllenShow today at 3 pm PT! https://t.co/g8W9oUN0K9,False,25,1074,False,False,erikajayne
Great minds think alike! ⁦@DorindaMedley⁩ 😘😘💕 https://t.co/0B0vjyFcEq,False,4,204,False,False,erikajayne
Cleaning attire. #ThePrettyMessXShoedazzle @ShoeDazzle https://t.co/wpGM2lOru7,False,11,361,False,False,erikajayne
RT @decider: Here's your @erikajayne motivational poster of the day. #RHOBH https://t.co/9pLmKqH66u,False,17,0,False,False,erikajayne
RT @PageSix: #RHOBH's @erikajayne: My music video style is inspired by 'porn' https://t.co/oTlBYqSWpY https://t.co/IKfC9lJrv4,False,30,0,False,False,erikajayne
Need I say more? 💁🏼 https://t.co/dODH9EEkA7,False,52,715,False,False,erikajayne
Fosse / Verdon  🙌🏻,False,22,370,False,False,erikajayne
Happy Birthday 🎉🎂🎁 ❤️❤️ https://t.co/7iaZLLgQrc,True,33,1353,False,False,erikajayne
Always a good time with you!! 😘 https://t.co/4vpaIVg9l1,True,6,84,False,False,erikajayne
"TONIGHT! Don't miss #RHOBH at 9/8c on @BravoTV. Then, stick around for #MexicanDynasties. https://t.co/ydJ8X6vGc1",False,73,1126,False,False,erikajayne
RT @marcjacobs: Erika Jayne wearing RUNWAY SPRING 2019 MARC JACOBS to #MarcandCharsWedding 💙💚💙 #MJSS19 https://t.co/GuyPMFJywD,False,83,0,False,False,erikajayne
RT @TooFab: See @erikajayne channel Kim Basinger in '9½ Weeks' for a photo shoot: https://t.co/Q1LlB4xTmF,False,4,0,False,False,erikajayne
Mood all day. 💤 https://t.co/9aKegm4Rrz,False,93,1287,False,False,erikajayne
"RT @AM2DM: ""Trolls are fans in disguise."" @erikajayne says if you have time to troll her, you have time to love her https://t.co/tLn6vf9NoT",False,20,0,False,False,erikajayne
Reminiscing… ✨ https://t.co/0XB6ZQKiPQ,False,16,423,False,False,erikajayne
Reminiscing… ✨ https://t.co/0XB6ZQKiPQ,False,16,423,False,False,erikajayne
RT @Fashionista_com: And who are we to question @erikajayne? https://t.co/Z7JJBhruBg,False,17,0,False,False,erikajayne
"RT @BUILDseriesNYC: #BUILDBrunch is serving up what's hot in pop culture! 👠 Today, #RHOBH's @ErikaJayne joins the table: https://t.co/paD59…",False,6,0,False,False,erikajayne
RT @BUILDseriesNYC: Tune in to #BUILDBrunch at 12PM ET when #RHOBH's @ErikaJayne joins the table! 🥂👠☕️ https://t.co/a5YY1CqPI5 https://t.co…,False,10,0,False,False,erikajayne
"RT @AM2DM: ""Trolls are fans in disguise."" – @erikajayne https://t.co/6qZxVJatGf",False,14,0,False,False,erikajayne
Wow. You have it alllll figured out. 😂👌🏻 https://t.co/CI7TwghVVu,True,1,226,False,False,erikajayne
Barbie girl. 💕 https://t.co/DPHCJTqAYr,False,116,4328,False,False,erikajayne
RT @redcarpet: #RHOBH star @erikajayne teases this season's vacay getaways and sounds off on filming without Lisa Vanderpump #ERedCarpet h…,False,3,0,False,False,erikajayne
RT @people: Today on #PeopleNow - @erikajayne from #RHOBH joins us for the 'Housewives' recap you don't want to miss! https://t.co/IxFfB0cT…,False,9,0,False,False,erikajayne
"RT @AM2DM: Singer, author, and Real Housewife @erikajayne helps @IsaacFitzgerald out with some 🔥 tweets and talks #RHOBH https://t.co/vpZWX…",False,5,0,False,False,erikajayne
RT @peopletv: Today on #PeopleNow - @erikajayne and @CNCOmusic! Watch — Weeekdays 12pm ET/9am PT: https://t.co/82FsugxDDY https://t.co/4pFm…,False,61,0,False,False,erikajayne
RT @NineDaves: OMG @erikajayne joined me LIVE to recap #RHOBH today it was EVERYTHING. I'm totally gagged! https://t.co/9FLT3Ve07o,True,8,0,False,False,erikajayne
#humpday https://t.co/ldHA2JMrKs,False,27,319,False,False,erikajayne
Renee my advice to you is step your pussy up then come for me on my level. I’ll wait. https://t.co/Ysfk8PCN6G,True,44,1163,False,False,erikajayne
Thank you . 💕 https://t.co/JvNUPrAzYH,True,9,206,False,False,erikajayne
Something tell me in spite of all these insults my life is still better than yours . Just a hunch. https://t.co/EW4RNz6kuj,True,28,1639,False,False,erikajayne
Someone gets it. 😘 https://t.co/7ii5bnPWd7,True,9,443,False,False,erikajayne
"It’s like a car accident, you will keep watching... promise. https://t.co/VTlYcCM0am",True,9,289,False,False,erikajayne
Ooohhh “ poisonous” how poetic. You come uo with that on your own? https://t.co/e63LbemcbU,True,2,88,False,False,erikajayne
Oh blaming @BravoTV and @evolutionusa staff now? Convenient. https://t.co/NM94rkT600,True,5,138,False,False,erikajayne
Maybe you get therapy and reconsider why this tv show means so much to you? https://t.co/TIRAmbwAVC,True,23,983,False,False,erikajayne
Wanna bet? You clearly do. #fan https://t.co/zQSHb2w6v6,True,12,542,False,False,erikajayne
Im bored now. Goodnight @lisarinna @TeddiMellencamp @DENISE_RICHARDS @doritkemsley1 @KyleRichards @eileen_davidson… https://t.co/O268DwoI7G,False,39,951,False,False,erikajayne
"No, she did that all by herself. I’m just a witness to the bullshit and get paid to comment on it. Unlike you... https://t.co/q92ENttPXT",True,57,2643,False,False,erikajayne
Great. Turn the channel and stop tweeting me. You’re boring. Thanks https://t.co/Htza9HiLo0,True,8,259,False,False,erikajayne
It’s called self defense no matter the location. https://t.co/ZlXg58DKVc,True,6,102,False,False,erikajayne
Same. https://t.co/Fe6xBl3ZIe,True,46,766,False,False,erikajayne
I couldn’t help myself. 😂😊 https://t.co/lekRu6PGth,True,11,454,False,False,erikajayne
"Neither will you, honey. https://t.co/wkj18XAf0s",True,6,214,False,False,erikajayne
Teddi Mellencamp Arroyave: I've Said All I Have to Say | The Real Housewives of Beverly Hills Blog https://t.co/HybnCFa9b3,False,7,151,False,False,erikajayne
I think so!! https://t.co/uhVE7CKzJ2,True,2,31,False,False,erikajayne
So is America. Now what? https://t.co/tTN1fmSfXq,True,16,330,False,False,erikajayne
I bet you we end up in the same place on “ judgement day”.  Judge not lest ye be judged. Isn’t that how it goes?? https://t.co/Qp9uWPrQXo,True,9,206,False,False,erikajayne
“ Soulless Cycle”. Now that’s clever. 😂😂 https://t.co/1e8UfpiTya,True,2,82,False,False,erikajayne
What do you think you are watching? Of course it’s arrogant. It’s reality TV. https://t.co/M6358q9BgE,True,9,174,False,False,erikajayne
The fact you tweet about this bullshit says more about your “ IQ”. https://t.co/oVgG9mxGL8,True,0,88,False,False,erikajayne
We’re all busy honey. 😉 https://t.co/v74AnGeY19,True,12,623,False,False,erikajayne
Thank you for the kind words. Now fuck off. 🤗 https://t.co/WvvUhfTwzF,True,82,3102,False,False,erikajayne
Propaganda.,False,77,1461,False,False,erikajayne
RT @housewifegifs: Me running the bathroom when I've had to go for the past 2 hours. @erikajayne #RHOBH https://t.co/UyElSQ6W6H,False,37,0,False,False,erikajayne
Yay!!! Thank you!! 💕 https://t.co/ur6bcEMaRk,True,2,86,False,False,erikajayne
Cheers to an all-new episode of #RHOBH! 🥂 https://t.co/VSrMPmQScf,False,18,280,False,False,erikajayne
"Tonight is the episode that changes everything. Don't miss #RHOBH at 9/8c on @BravoTV. Then, stick around for… https://t.co/KoXI1BLrpL",False,68,1090,False,False,erikajayne
"RT @FOX5Atlanta: Coming up NEXT is #GirlChat with guest co-host @YNB. PLUS, #RHOBH star @erikajayne and @RealDaneliya from #WorldsBest stop…",False,4,0,False,False,erikajayne
"RT @FOX5Atlanta: TODAY at 11 on @TheRealDaytime, the ladies welcome #RHOBH's @erikajayne and #WorldsBest @RealDaneliya! #TheReal https://t…",False,2,0,False,False,erikajayne
"RT @TheRealDaytime: We’re keepin’ it REAL with #RHOBH star @ErikaJayne tomorrow when she stops by! 💎 PLUS, we’re chatting with the incredib…",False,17,0,False,False,erikajayne
Dazzle me. ✨ #ThePrettyMessXShoedazzle @ShoeDazzle https://t.co/aDlaSFJTPs,False,16,212,False,False,erikajayne
"RT @peopletv: Coming up this week on #PeopleNow: @GUBLERNATION, @hwinkler4real, @MelissaJoanHart, @erikajayne and more! Watch — Weekdays 12…",False,3,0,False,False,erikajayne
💋 https://t.co/y7TwRb5zYD,False,33,1245,False,False,erikajayne
RT @slice_tv: ALL HAIL QUEEN ERIKA JAYNE👑 @erikajayne #RHOBH https://t.co/SpQlkZOsbd,False,108,0,False,False,erikajayne
YESSSS 🙌🏻 https://t.co/7g1HmbCPBi,True,1,158,False,False,erikajayne
"RT @peopletv: Coming up next week on #PeopleNow: @GUBLERNATION, @hwinkler4real, @MelissaJoanHart, @erikajayne and more! Watch — Weekdays 12…",False,5,0,False,False,erikajayne
Heading into the weekend like… https://t.co/DMPZCKrKIE,False,39,536,False,False,erikajayne
"RT @glaad: .@erikajayne and @Adaripp toasted (with @KetelOne cocktails, of course) to LGBTQ acceptance and 30 years of the #GLAADawards! #K…",False,9,0,False,False,erikajayne
RT @TooFab: Queen @erikajayne kept it sleek &amp; sexy at last night's #GLAADAwards: https://t.co/TsafMQi8vt,False,10,0,False,False,erikajayne
"RT @glaad: CHEERS to another incredible #GLAADawards, @erikajayne and @Adaripp. 🍸 https://t.co/yRdEY6NhPZ",False,14,0,False,False,erikajayne
RT @BravoTV: Mila Kunis asked @erikajayne if she could attend the upcoming #RHOBH reunion on Ellen earlier this week.https://t.co/Pu6LV4zc…,False,8,0,False,False,erikajayne
A little #tbt… 👸🏼 https://t.co/FR2DIQOoFm,False,35,1276,False,False,erikajayne
"RT @glaad: She's been with us at the #GLAADawards before, so we're thrilled that @erikajayne is returning to help celebrate our 30th! 💎💙💎…",False,11,0,False,False,erikajayne
Right??? https://t.co/TZxXM18hBy,True,6,145,False,False,erikajayne
RT @housewifegifs: It’s not science... 🔭🔬⚗️😏 @erikajayne #RHOBH https://t.co/ufpl6ksHQW,False,116,0,False,False,erikajayne
RT @BravoWWHL: TONIGHT at 11/10c we’re LIVE w/ @erikajayne &amp; @paulscheer! Start tweeting @Andy your questions! https://t.co/QfmHjLbhdK,False,18,0,False,False,erikajayne
Tonight’s #RHOBH got me like… https://t.co/lXJBUvDH8z,False,22,374,False,False,erikajayne
"TONIGHT! Don't miss a new #RHOBH at 9/8c on @BravoTV, followed by #MexicanDynasties! https://t.co/P4h2g9x7qP",False,34,701,False,False,erikajayne
"RT @BravoTV: Who said landscaping can't be fashionable? 😜Tune in TONIGHT for a new episode of #RHOBH @ 9/8c, and don't miss a new episode…",False,10,0,False,False,erikajayne
👀 https://t.co/qu1nsWDWX1,False,21,455,False,False,erikajayne
RT @glaad: The #GLAADawards are this Thursday and we've got✨ @lizzo ✨ @janetmock ✨ @LenaWaithe ✨ @GwynethPaltrow ✨ @Meghan_Trainor ✨ @olivi…,False,66,0,False,False,erikajayne
RT @TheEllenShow: .@ErikaJayne told my guest host Mila Kunis everything you want to know about puppygate. https://t.co/RfYWukmnZ8,False,79,0,False,False,erikajayne
@ShoeDazzle Let ‘em know ... https://t.co/cgh1f8SKR7,True,0,3,False,False,erikajayne
RT @mattd41391: Omg I love @erikajayne right now on @TheEllenShow with #milakunis hosting and those shoes!Erika are friggen amazing everyon…,False,5,0,False,False,erikajayne
RT @Moschino: ❤️ @erikajayne wearing Moschino by @ITSJEREMYSCOTT Spring Summer 2019! https://t.co/weZtrV9fw4 ❤️ https://t.co/p9PHzHsSSX,False,46,0,False,False,erikajayne
RT @BravoTV: #RHOBH's @erikajayne responded like a true queen. https://t.co/A66A8E6jkp,False,19,0,False,False,erikajayne
"RT @strategist: Real Housewife @ErikaJayne on her go-to bra, color-toning shampoo, and signature in-flight ensemble https://t.co/3bj7sdlph5",False,16,0,False,False,erikajayne
"RT @slice_tv: if your friends don't help you get a fire pic like @erikajayne, are they even really your friends?📸 #RHOBH https://t.co/MwtS0…",False,41,0,False,False,erikajayne
It’s called fashion. Look it up. https://t.co/P6gPVrxMG8,False,274,5127,False,False,erikajayne
Playing games… 🎲 https://t.co/kw3fvxY1Hy,False,13,338,False,False,erikajayne
Arya Stark https://t.co/oLtycCKTSf,True,9,442,False,False,erikajayne
MORE IMPORTANTLY 👇🏻 https://t.co/3pWJl3br1s,True,7,151,False,False,erikajayne
WHERE IS THE MULLER REPORT?,False,90,1505,False,False,erikajayne
YES ma’am 🙌🏻 https://t.co/GCg0eq5zTH,True,6,183,False,False,erikajayne
😉 https://t.co/ap4r2HWlU4,False,12,342,False,False,erikajayne
I love you @MeghanMcCain ❤️,False,52,2341,False,False,erikajayne
Nothing about this is funny. Shameful. https://t.co/cllsTgdc5O,True,4,86,False,False,erikajayne
'Real Housewives of Beverly Hills' star Erika Jayne takes Twitter troll to task https://t.co/Ca5svKHT9u,False,40,853,False,False,erikajayne
Send it!! 🍦 https://t.co/oBxyppKKur,True,2,114,False,False,erikajayne
"Don't miss ""Reality TV Gold"" with an all-new #RHOBH TONIGHT @ 9/8c on @ BravoTV! https://t.co/kcuGYdoiB2",False,27,642,False,False,erikajayne
RT @klgandhoda: .@Andy received some unforgettable gifts from the Housewives at his baby shower! https://t.co/YUdn1JcamW,False,17,0,False,False,erikajayne
"Actually this is me after a facial with no makeup and no, Im not ashamed to be 47. https://t.co/3WmpinGuPt",True,74,5279,False,False,erikajayne
Goodnight my glamorous friends. Dream big because anything is possible. And I do mean anything. My love to you all. 💕,False,49,1092,False,False,erikajayne
"Bitch, you’re a fan. It’s ok . Accept it. Nothing to be ashamed of. 🤗 Now disappear. Thanks. 💕 https://t.co/9wAUUcCLlx",True,3,268,False,False,erikajayne
"Another victim... “ I blocked you”. Bitch, please with your fan ass. Get in line hoe. 💋 https://t.co/cpmqv1OgYW",True,5,424,False,False,erikajayne
"Great, go suck his dick and get off mine. Fan.... https://t.co/KQPO9UyDEt",True,42,1240,False,False,erikajayne
But how?? https://t.co/jakDmWjP46,True,0,25,False,False,erikajayne
When is @GameOfThrones back? I need it in my life!!,False,28,696,False,False,erikajayne
I love it when people who try to destroy you get caught then rebrand themselves. 😂😂😂 https://t.co/gtzRBkiIRZ,False,5,183,False,False,erikajayne
Look at me.. the peacemaker. 👼🏻 https://t.co/JHv9P21Cgh,True,3,95,False,False,erikajayne
RT @gtconway3d: https://t.co/lgQrJxZrvG https://t.co/QDuATVkQoC,True,2816,0,False,False,erikajayne
Excited for you!! Im a check it out!! https://t.co/yMaJRrs55K,True,0,15,False,False,erikajayne
Im good! Busy!! Any new music or shows I need to catch?? https://t.co/MI0G2cyK7E,True,0,19,False,False,erikajayne
How are you?? https://t.co/QhdDd4nwlC,True,0,13,False,False,erikajayne
It is what it is. No apologies. https://t.co/GkBUiSXkCf,True,12,150,False,False,erikajayne
Self awareness is key. https://t.co/kYq5Wg6xoK,True,31,183,False,False,erikajayne
I forgot that one. Thank you for remembering. https://t.co/7vj2jkkSyW,True,4,89,False,False,erikajayne
She’s fab but I’m talking politics now. https://t.co/C1BFYHGysJ,True,2,31,False,False,erikajayne
I started listening to the Slow Burn podcast. Season 2....,False,1,36,False,False,erikajayne
Craving green tea ice cream...,False,15,293,False,False,erikajayne
Goodnight my glamorous friends. Remember to keep it cunty. 😉💕,False,62,1237,False,False,erikajayne
84 and BWay 👌🏻 https://t.co/08EqkmtG93,True,0,20,False,False,erikajayne
WOW!!! That’s incredible!! https://t.co/lrCwsAnX6X,True,4,136,False,False,erikajayne
Amazing 😂😂 https://t.co/TWuWkomCly,True,7,82,False,False,erikajayne
It’s showbiz but with real life consequences. https://t.co/oaTpX4doDs,True,0,57,False,False,erikajayne
But he slipped it !! One of my favorite moments!! https://t.co/UKIQDf92R5,True,0,13,False,False,erikajayne
Poor thing. ☹️ https://t.co/opPBt4zejE,True,0,10,False,False,erikajayne
I remember when The President vomited on the Japanese Prime Minister.,False,8,232,False,False,erikajayne
I remember being in a bar on Amsterdam and 86th watching Desert Storm begin on @CNN .,False,1,67,False,False,erikajayne
RT @usweekly: Exclusive: @erikajayne revealed to Us Weekly that viewers will have to stay tuned to find out which friendships will weather…,False,12,0,False,False,erikajayne
"Nah, we like it when dumb fucks like you wanna get involved . Understand? https://t.co/LBrL6X93Ie",True,16,837,False,False,erikajayne
Im watching The Bush Years now.,False,1,100,False,False,erikajayne
This election was tight!!,False,0,18,False,False,erikajayne
Tell her Tina. 😊 https://t.co/DSwA9MJCbW,True,0,32,False,False,erikajayne
The eyes .,False,1,24,False,False,erikajayne
JACK 🙌🏻,False,2,40,False,False,erikajayne
Oh hiiii Jack Kennedy 😉,False,0,53,False,False,erikajayne
Cue the 😭,False,0,16,False,False,erikajayne
Pat doesn’t have a mink coat! And the dog Checkers! Im dying... life and art and politics. 😂😂,False,0,27,False,False,erikajayne
18k not that much but still...,False,0,24,False,False,erikajayne
Ohhhh a private salary!!,False,0,21,False,False,erikajayne
39 and VP canidate,False,0,12,False,False,erikajayne
Innuendo and dirty tricks.... Tricky Dick.,False,0,34,False,False,erikajayne
Ahhhh I see.... anything to “ win”.,False,1,28,False,False,erikajayne
What is going through his head?,False,3,69,False,False,erikajayne
At least Nixon knew his lighting?,False,5,66,False,False,erikajayne
The Mayflower moving van! 😂😂,False,0,19,False,False,erikajayne
Ok so Slow Burn it is. Gotta go listen. Enjoy this magnificent Sunday afternoon!! 💕,False,3,114,False,False,erikajayne
And I support yours. https://t.co/XYtJRUO0eP,True,1,51,False,False,erikajayne
Did u read the article in the LA Times about them??? My yard is flooded with butterflies!! https://t.co/8l1chwd4gw,True,1,71,False,False,erikajayne
ZERO. https://t.co/Q0zr5wrEpF,True,1,35,False,False,erikajayne
Such a beautiful day 😊,False,12,192,False,False,erikajayne
Everyone needs a burner phone. Facts. 👌🏻 https://t.co/NdsOSbma3A,True,4,46,False,False,erikajayne
Can anyone clear this up? I need REAL answers. https://t.co/w7vITUpuc9,True,2,31,False,False,erikajayne
Arthur get off my Twitter. Im having fun with my friends. https://t.co/TXxtGEO2RE,True,10,236,False,False,erikajayne
Wait! ☝🏻 So he did it for a tax break? 🤣 Is this in any way possible?? https://t.co/QufH1eyb5u,True,0,19,False,False,erikajayne
Arrogance. He never thought he would be caught. https://t.co/EKUkDoiZIz,True,1,42,False,False,erikajayne
Maybe use another phone for illegal activity? Just a thought. https://t.co/apyb5Qv6Sr,True,0,48,False,False,erikajayne
You mean the most perfect dog ever ? You can get one here @TrikosDogs @MRitland https://t.co/sdlV34sJjO,True,3,48,False,False,erikajayne
It hurts still but I’m pushing through. Thanks for asking. 😊 https://t.co/i94jX5tR8T,True,0,43,False,False,erikajayne
Whoever came up with the name  “ Tricky Dick” is / was fabulous. 😂😂😂 I remember hearing it as a little girl and always laughed.,False,6,162,False,False,erikajayne
So Im excited to watch Tricky Dick on @CNN  tonight but can someone explain why Nixon recorded all his calls? Why r… https://t.co/5SbeJMLapy,False,14,430,False,False,erikajayne
"RT @NYMag: Real Housewife @ErikaJayne on her go-to bra, color-toning shampoo, and signature in-flight ensemble https://t.co/fjhitTOuJp",False,6,0,False,False,erikajayne
So happy you like them!! 👠👠 https://t.co/oKqIIXK0Au,True,3,164,False,False,erikajayne
I understand this is parody account but that’s a little too far. Not cool. https://t.co/p2hisn3ZSo,True,5,210,False,False,erikajayne
These murder shows on IDHD are intense. 😳,False,16,731,False,False,erikajayne
Who runs the show… 👑 https://t.co/AHs6VysGU2,False,66,2702,False,False,erikajayne
RT @hayu_CA: Can’t wait to lie in bed later and drive myself crazy trying to figure out what my dog ate 😩 #RHOBH @erikajayne https://t.co/2…,False,33,0,False,False,erikajayne
RT @Life_and_Style: Could you see @erikajayne on #RHOA? We think she'd fit in just fine! 🍑 https://t.co/OoCheRUZiI,False,11,0,False,False,erikajayne
RT @PageSix: Erika Jayne wants men and women to wear her heels https://t.co/QHOCNlKqoO https://t.co/JYH5C9Gq9E,False,17,0,False,False,erikajayne
Hi there… 💋 https://t.co/IjcsrcKbIT,False,65,3548,False,False,erikajayne
"Well hun, I do not need nor seek your approval. Know that. https://t.co/tgQJJwKf1J",True,29,1125,False,False,erikajayne
You think I’m embarrassed to be 47? You better think again fool. https://t.co/ooQUPXUOyz,True,28,1475,False,False,erikajayne
"Bitch , please with that bullshit. I know I’m the baddest on THAT block. ✨ Sleep on....😵 https://t.co/4R3SWjY0fZ",True,68,2126,False,False,erikajayne
"RT @NYMag: .@ErikaJayne on in-flight attire: ""I don’t believe in getting dressed up to fly. There’s no reason for that, especially when it’…",False,17,0,False,False,erikajayne
None here. 🤷🏼 https://t.co/7SVRFqTvZ8,False,102,940,False,False,erikajayne
RT @BravoTV: Counting calories is the only math we're doing today. 🥧 #PiDay https://t.co/sDp7XbMVrg,False,125,0,False,False,erikajayne
Keg party at 47? Why not??? 😂🍺 https://t.co/Xp9I7H6iih,True,13,454,False,False,erikajayne
"I wore my 120s yesterday for the first time. My surgeon wasn’t thrilled but hey, I gotta get back to work!!! 👠👠 https://t.co/9pfR8Jx5XA",True,3,98,False,False,erikajayne
"Kinda fab, right? https://t.co/cvcxNbDwna",True,3,121,False,False,erikajayne
Enjoy!!! 💄 https://t.co/qGyVXk4MK8,True,4,34,False,False,erikajayne
Yay!! Enjoy!! 💕 https://t.co/hFGhuXbsqS,True,1,128,False,False,erikajayne
WOWWW I’m dying!! @budweiserusa 🙌🏻 🍺 https://t.co/Ka6ukYg4C2,True,35,905,False,False,erikajayne
Self care. 💁🏼 https://t.co/sJ0OGnoZeL,False,75,1570,False,False,erikajayne
You know I would. 😉 https://t.co/VtHum5rTer,True,1,38,False,False,erikajayne
Im excited to watch Tricky Dick on @CNN . Just sayin’....,False,4,100,False,False,erikajayne
I have Roller Coaster on vinyl.. https://t.co/VUvoaIr52G,True,0,37,False,False,erikajayne
Someone called me a “ deep state prostitute “ the other day. Kinda funny. 😁 https://t.co/sGKPiKrHLf,True,9,189,False,False,erikajayne
Hmmm... I gotta think about that one. https://t.co/D30XZaNrdA,True,2,32,False,False,erikajayne
I watch the news. 🙈 https://t.co/4luXKF6yx5,True,0,67,False,False,erikajayne
Bored. https://t.co/gLLc30oRxQ,True,2,42,False,False,erikajayne
I know. I live here. 😂😂 https://t.co/eUugQYFjlw,True,3,57,False,False,erikajayne
Anyone? Thoughts? https://t.co/a3m3Oo1DeA,True,12,277,False,False,erikajayne
What is the tuition there? Anyone know? https://t.co/z5wCDoB5VD,True,4,150,False,False,erikajayne
Very very excited. 🤣🤣 https://t.co/y2UxW2ZlPJ,True,6,187,False,False,erikajayne
Such a good time! Nice people! https://t.co/R6uJiTDyrK,True,1,23,False,False,erikajayne
Yay!! 💕💕 https://t.co/QZcSFMEhfJ,True,2,58,False,False,erikajayne
Higher is better! https://t.co/1ROGmTQstD,True,2,22,False,False,erikajayne
One of my favorite shows was Oklahoma City Pride!!! Such a great time!!  I love Oklahoma!! https://t.co/rmeOh3HFML,True,2,57,False,False,erikajayne
Much much better!! Thank you! https://t.co/MTEJexNE3c,True,1,41,False,False,erikajayne
Who says I stop at Twitter? 😉 https://t.co/kJ0A78IC93,True,14,511,False,False,erikajayne
Fawn. Do better next time. 😘 https://t.co/yZOm7dkYqw,True,1,49,False,False,erikajayne
@ICONMSTR 💋,False,0,11,False,False,erikajayne
Enjoy!! https://t.co/7wLi5YOvsh,True,0,49,False,False,erikajayne
Thoughts on this college scam??,False,38,918,False,False,erikajayne
Ok School of Rock. 😂😂 Get your own lines. 👎🏻 https://t.co/TuS0xMst7h,True,7,290,False,False,erikajayne
TONIGHT! Don't miss a new #RHOBH at 9/8c on @ BravoTV! https://t.co/4l2Cpzx4mk,False,21,291,False,False,erikajayne
Here’s to an all-new episode of #RHOBH! 🍻 https://t.co/fmxbn4lf8D,False,30,688,False,False,erikajayne
"RT @chooochoootreyn: If this isn’t your 2019 summer jam, are you even summering!? @erikajayne  https://t.co/gSwdfTduUJ",False,7,0,False,False,erikajayne
RT @TeddiMellencamp: Tonight! It’s full steed ahead on #RHOBH. Catch us at 9PM on @BravoTV. https://t.co/G4PZutV5y5,False,32,0,False,False,erikajayne
